epoch,coarse_loss,rec_loss,adv_loss,vgg_loss,fourier_loss_coarse,fourier_loss_refine,tv_loss,gen_loss,disc_loss,gen_lr,disc_lr
31,14.537809828711108,0.0224226922429802,-0.0883536580279514,0.0500287254073312,1.1886643888820885,1.190791941256404,0.0426969488092844,29.099932047417425,1.7686738531497863,6.983372960937497e-05,6.176733962839471e-05
32,14.50321022892522,0.0220367221810637,-0.0764480041541145,0.0490269264532452,1.187557158817817,1.186828194848643,0.0426611693233906,28.988985638854125,1.7492462772651007,6.983372960937497e-05,6.176733962839471e-05
33,14.486983854935035,0.02185556618582,-0.0725234138158271,0.0486945350432246,1.1871248600030542,1.1860413289855645,0.0426528124573974,28.947375706596443,1.7418192781421598,6.983372960937497e-05,6.176733962839471e-05
34,14.471715923632845,0.0216950138325077,-0.0704449786872235,0.0484584843043222,1.1867911547622425,1.1853221782174614,0.0426459369284303,28.90857896694256,1.7370860185326418,6.983372960937497e-05,6.176733962839471e-05
35,14.45964895973415,0.0215590674148291,-0.0689930569623722,0.0482787607059273,1.1865501391080329,1.1847333744431938,0.0426439365464114,28.87668398868172,1.7335521611882243,6.983372960937497e-05,6.176733962839471e-05
36,14.447028671553252,0.0214193272867476,-0.067610847142646,0.0481309684083238,1.1863253431177634,1.1841700206157857,0.0426426972362,28.844360417894944,1.7305515701266017,6.983372960937497e-05,6.176733962839471e-05
37,14.434853417615908,0.021282606687149,-0.0669834586161531,0.0480287628404027,1.1861551205074736,1.183796552167279,0.0426422765375074,28.81438378665126,1.7285448205841978,6.983372960937497e-05,6.176733962839471e-05
38,14.423670367251962,0.0211556404255116,-0.0658893317547856,0.0479192109625102,1.185993134793601,1.1833333822923,0.0426434524996005,28.78587103093667,1.7261215870957902,6.983372960937497e-05,6.176733962839471e-05
39,14.412050283849783,0.0210250284343212,-0.0657049415313739,0.0478218217244538,1.1858239900491236,1.183055328115448,0.0426428127508835,28.75761965879076,1.725260019447834,6.983372960937497e-05,6.176733962839471e-05
40,14.402652769571691,0.0209179216105993,-0.0651558299410845,0.0477522616118392,1.185699124864284,1.1827420036628378,0.0426436113653894,28.73423175567385,1.7240606171827333,6.983372960937497e-05,6.176733962839471e-05
41,5.288417107597803,0.0208155297787315,-0.0682127826311298,0.0476785877684291,0.5928999233020378,0.592312919304384,0.0213314986090523,10.740107778662075,1.7302608059411226,6.983372960937497e-05,6.176733962839471e-05
42,5.280145530514488,0.0207268184430492,-0.0758817438820355,0.0477884411482257,0.5929651456754916,0.5939414778848187,0.0213358631900774,10.724537432811989,1.745833373055217,6.983372960937497e-05,6.176733962839471e-05
43,5.271046627142431,0.0206339342105972,-0.0832557701497197,0.0476964675912848,0.5929750173720301,0.5956378133104951,0.0213396634617871,10.706338039907903,1.7587670168547895,6.983372960937497e-05,6.176733962839471e-05
44,5.262283843926644,0.0205127629914557,-0.0813582433731982,0.0475434575904935,0.5929772278170093,0.5952603160571296,0.0213414192980449,10.683938049702764,1.7551062480933497,6.983372960937497e-05,6.176733962839471e-05
45,5.25426256489361,0.0204178321767937,-0.0804651340673142,0.0474358006704955,0.5929635944455189,0.5950456706033094,0.0213430492063078,10.665167012543414,1.7534170750076266,6.983372960937497e-05,6.176733962839471e-05
46,5.247212838806562,0.0203266518668949,-0.0794576257376353,0.0473617645488543,0.592960313535304,0.5948395977811598,0.0213444983266189,10.648236024226993,1.7518971171446005,6.983372960937497e-05,6.176733962839471e-05
47,5.239336321890682,0.0202276461801472,-0.0793384042289505,0.0473006156564686,0.5929560481665554,0.5947218338587867,0.0213461418802633,10.629377869297048,1.7513853006787676,6.983372960937497e-05,6.176733962839471e-05
48,5.23191409477597,0.020142780150934,-0.0797250967625076,0.0472812554250682,0.5929423893203526,0.594703752704333,0.0213482140292384,10.612798318112311,1.752164048200122,6.983372960937497e-05,6.176733962839471e-05
49,5.225011646056626,0.0200603096021419,-0.0794677920571327,0.0472222600311786,0.5929226474728506,0.5946172713287871,0.0213489378776908,10.596883771476255,1.7507483602806588,6.983372960937497e-05,6.176733962839471e-05
50,5.2174584372440735,0.0199697859212528,-0.0798536467072147,0.0471758803487951,0.5929044356718522,0.5946596098644403,0.0213499551558272,10.579640246223136,1.751519362034777,6.983372960937497e-05,6.176733962839471e-05
51,5.190826274913721,0.0198013751038541,-0.0758219376215489,0.0473775823530698,0.5928374991284557,0.594490236920362,0.0213531937366073,10.541368846998044,1.7433982230018303,5e-05,5e-05
52,5.182570598414935,0.0196158565703581,-0.0773835848423676,0.0471243996814102,0.5928068081550004,0.5943775861418924,0.021354313910262,10.509904618813106,1.7456611786912752,5e-05,5e-05
53,5.176900944962888,0.0195326475299272,-0.0772857759113788,0.0470325131062475,0.5927934842439888,0.5942113544244166,0.0213558980825745,10.494261812916465,1.745179749466138,5e-05,5e-05
54,5.171468491231326,0.0194554839162763,-0.077276912966176,0.046977497336112,0.5927818139527468,0.5940937256762137,0.021357161517393,10.47998357095538,1.7450182800106773,5e-05,5e-05
55,5.16633381954121,0.0193894741127109,-0.0777543017310002,0.0469412406346214,0.5927674456330754,0.5941249187069743,0.0213583710514204,10.467563936374331,1.7451368498322148,5e-05,5e-05
56,5.162026298271584,0.0193350779260846,-0.0780467975423276,0.0468979701956664,0.5927509245274633,0.5941614902841383,0.0213591287422827,10.457274452660998,1.7455598878889569,5e-05,5e-05
57,5.156382137715198,0.0192657835659973,-0.0777696815476757,0.0468611811720121,0.5927371068325182,0.5940168993621429,0.0213602280535162,10.4438871161977,1.7450325798886517,5e-05,5e-05
58,5.151897112576972,0.0192051930313269,-0.0781538790504404,0.0468256511612408,0.592728040398731,0.5940267484387368,0.0213614075397475,10.432652798420486,1.7452089450503356,5e-05,5e-05
59,5.146676926732136,0.019142711723179,-0.0780616932485509,0.0467863793486571,0.5927089544023371,0.5939960846855845,0.0213628037218424,10.420730644642688,1.7453972267769982,5e-05,5e-05
60,5.142884029419848,0.0190925555857145,-0.0784356685729198,0.0467605717489274,0.5927059359671213,0.594037481184192,0.0213638715567595,10.411497043064994,1.7454210599069555,5e-05,5e-05
